,question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
2427,Analyze the impact of Tissues on the Indian economy over the last decade.,Biology,Tissues,34.1,0.34,301.0,102.0,16.0,Evaluate,Hard
2504,Define the term Cyber Safety. Mention its SI unit.,Computer Science,Cyber Safety,87.8,0.88,490.0,430.0,3.0,Remember,Easy
2526,"Differentiate between Diversity in Living Organisms and its alternative, giving three points of distinction.",Biology,Diversity in Living Organisms,64.3,0.64,386.0,248.0,9.0,Analyze,Medium
2530,Calculate the value of Carbon and its Compounds given the standard parameters.,Chemistry,Carbon and its Compounds,66.4,0.66,301.0,199.0,5.0,Apply,Medium
2538,Critically examine the role of Resources and Development in the current socio-political scenario.,Geography,Resources and Development,19.5,0.19,511.0,99.0,19.0,Evaluate,Hard
2541,Suggest three measures to improve the efficiency of Manufacturing Industries.,Geography,Manufacturing Industries,30.5,0.31,150.0,45.0,18.0,Create,Hard
2600,Suggest three measures to improve the efficiency of Computer Networks (OSI Model).,Computer Science,Computer Networks (OSI Model),27.1,0.27,415.0,112.0,17.0,Create,Hard
2607,"Differentiate between Human Eye and Colourful World and its alternative, giving three points of distinction.",Physics,Human Eye and Colourful World,53.2,0.53,413.0,219.0,9.0,Analyze,Medium
2609,"In the context of Work and Energy, evaluate the statement: 'Prevention is better than cure.'",Physics,Work and Energy,16.9,0.17,278.0,47.0,16.0,Evaluate,Hard
2611,Write any two characteristics of Arithmetic Progressions.,Mathematics,Arithmetic Progressions,91.5,0.92,300.0,274.0,4.0,Understand,Easy
2616,Why is Linear Equations in Two Variables considered essential for the functioning of the system?,Mathematics,Linear Equations in Two Variables,49.3,0.49,216.0,106.0,7.0,Analyze,Medium
2626,"How does Acids, Bases and Salts affect the overall outcome of the process? Explain.",Chemistry,"Acids, Bases and Salts",45.2,0.45,532.0,240.0,6.0,Analyze,Medium
2644,"In the context of Globalization and the Indian Economy, evaluate the statement: 'Prevention is better than cure.'",Economics,Globalization and the Indian Economy,29.6,0.3,543.0,160.0,11.0,Evaluate,Hard
2702,A student performs an experiment on Electric Current and Circuits. What observations would they record?,Physics,Electric Current and Circuits,54.5,0.55,351.0,191.0,6.0,Apply,Medium
2806,"In the context of Gravitation, evaluate the statement: 'Prevention is better than cure.'",Physics,Gravitation,16.6,0.17,276.0,45.0,19.0,Evaluate,Hard
2821,Suggest three measures to improve the efficiency of Chemical Reactions and Equations.,Chemistry,Chemical Reactions and Equations,34.9,0.35,430.0,149.0,11.0,Create,Hard
2840,Mention the main components of Globalization and the Indian Economy.,Economics,Globalization and the Indian Economy,74.3,0.74,443.0,329.0,4.0,Remember,Easy
2858,Calculate the value of Coordinate Geometry given the standard parameters.,Mathematics,Coordinate Geometry,67.9,0.68,463.0,314.0,8.0,Apply,Medium
2867,What is meant by Cell Structure and Functions? Give one example.,Biology,Cell Structure and Functions,72.1,0.72,514.0,370.0,4.0,Remember,Easy
2872,Critically examine the role of Metals and Non-metals in the current socio-political scenario.,Chemistry,Metals and Non-metals,34.5,0.35,313.0,107.0,14.0,Evaluate,Hard
2904,What is meant by Gravitation? Give one example.,Physics,Gravitation,88.0,0.88,429.0,377.0,4.0,Remember,Easy
2910,Calculate the value of Linear Equations in Two Variables given the standard parameters.,Mathematics,Linear Equations in Two Variables,55.6,0.56,440.0,244.0,6.0,Apply,Medium
2944,Critically examine the role of Boolean Algebra in the current socio-political scenario.,Computer Science,Boolean Algebra,21.7,0.22,346.0,75.0,13.0,Evaluate,Hard
2948,Critically examine the role of Reflection and Refraction in the current socio-political scenario.,Physics,Reflection and Refraction,43.8,0.44,355.0,155.0,11.0,Evaluate,Hard
2960,Critically examine the role of Triangles and Circles in the current socio-political scenario.,Mathematics,Triangles and Circles,28.1,0.28,322.0,90.0,14.0,Evaluate,Hard
2964,"Differentiate between Our Environment and its alternative, giving three points of distinction.",Biology,Our Environment,59.4,0.59,364.0,216.0,8.0,Analyze,Medium
2989,Design an experiment to demonstrate the properties of C++ Programming.,Computer Science,C++ Programming,33.1,0.33,152.0,50.0,17.0,Create,Hard
3078,"In the context of Agriculture, evaluate the statement: 'Prevention is better than cure.'",Geography,Agriculture,15.4,0.15,513.0,79.0,19.0,Evaluate,Hard
3080,Analyze the impact of Manufacturing Industries on the Indian economy over the last decade.,Geography,Manufacturing Industries,19.9,0.2,325.0,64.0,13.0,Evaluate,Hard
3089,Analyze the impact of Python Lists and Tuples on the Indian economy over the last decade.,Computer Science,Python Lists and Tuples,43.5,0.43,397.0,172.0,10.0,Evaluate,Hard
3093,Discuss the challenges faced during the implementation of HTML/CSS Structure in a developing country.,Computer Science,HTML/CSS Structure,41.4,0.41,273.0,112.0,11.0,Evaluate,Hard
3111,"In the context of Our Environment, evaluate the statement: 'Prevention is better than cure.'",Biology,Our Environment,42.5,0.42,262.0,111.0,16.0,Evaluate,Hard
3114,Design an experiment to demonstrate the properties of Diversity in Living Organisms.,Biology,Diversity in Living Organisms,16.9,0.17,404.0,68.0,14.0,Create,Hard
3139,"In the context of Computer Networks (OSI Model), evaluate the statement: 'Prevention is better than cure.'",Computer Science,Computer Networks (OSI Model),30.3,0.3,504.0,152.0,10.0,Evaluate,Hard
3219,Explain the process of The Rise of Nationalism in Europe with the help of a labeled diagram.,History,The Rise of Nationalism in Europe,58.6,0.59,538.0,315.0,8.0,Apply,Medium
3245,How is Motion and Laws of Motion different from other concepts in this category?,Physics,Motion and Laws of Motion,83.0,0.83,176.0,146.0,4.0,Understand,Easy
3264,"Differentiate between Metals and Non-metals and its alternative, giving three points of distinction.",Chemistry,Metals and Non-metals,55.1,0.55,482.0,265.0,7.0,Analyze,Medium
3291,"In the context of Reflection and Refraction, evaluate the statement: 'Prevention is better than cure.'",Physics,Reflection and Refraction,39.8,0.4,543.0,215.0,10.0,Evaluate,Hard
3399,Calculate the value of Probability given the standard parameters.,Mathematics,Probability,61.4,0.61,564.0,346.0,7.0,Apply,Medium
3409,Why is Chemical Reactions and Equations considered essential for the functioning of the system?,Chemistry,Chemical Reactions and Equations,62.8,0.63,252.0,158.0,7.0,Analyze,Medium
3441,Design an experiment to demonstrate the properties of Motion and Laws of Motion.,Physics,Motion and Laws of Motion,31.8,0.32,472.0,149.0,17.0,Create,Hard
3478,Critically examine the role of Consumer Rights in the current socio-political scenario.,Economics,Consumer Rights,44.6,0.45,185.0,82.0,11.0,Evaluate,Hard
3577,Mention the main components of C++ Programming.,Computer Science,C++ Programming,74.6,0.75,453.0,337.0,2.0,Remember,Easy
3603,How does Tissues affect the overall outcome of the process? Explain.,Biology,Tissues,55.4,0.55,446.0,247.0,7.0,Analyze,Medium
3609,State the law of Periodic Classification of Elements.,Chemistry,Periodic Classification of Elements,82.3,0.82,344.0,283.0,4.0,Remember,Easy
3625,What is meant by Consumer Rights? Give one example.,Economics,Consumer Rights,89.7,0.9,222.0,199.0,4.0,Remember,Easy
3827,State the law of Cyber Safety.,Computer Science,Cyber Safety,84.3,0.84,421.0,354.0,2.0,Remember,Easy
4037,What is meant by Linear Equations in Two Variables? Give one example.,Mathematics,Linear Equations in Two Variables,77.0,0.77,216.0,166.0,3.0,Remember,Easy
4286,Design an experiment to demonstrate the properties of Heredity and Evolution.,Biology,Heredity and Evolution,44.9,0.45,558.0,250.0,10.0,Create,Hard
4406,Write any two characteristics of Sectors of the Indian Economy.,Economics,Sectors of the Indian Economy,75.4,0.75,570.0,429.0,3.0,Understand,Easy
4512,"Differentiate between Boolean Algebra and its alternative, giving three points of distinction.",Computer Science,Boolean Algebra,50.2,0.5,576.0,289.0,5.0,Analyze,Medium
4618,Design an experiment to demonstrate the properties of Work and Energy.,Physics,Work and Energy,22.6,0.23,549.0,124.0,18.0,Create,Hard
4668,Write any two characteristics of Gravitation.,Physics,Gravitation,79.2,0.79,577.0,456.0,3.0,Understand,Easy
0,Solve the following problem step by step and justify each step clearly: Number Systems.,Maths,Number Systems,0.749,,2316.0,1760.0,,Remember,Easy
1,Solve the following problem step by step and justify each step clearly: Statistics.,Maths,Statistics,0.823,84.18,2032.0,1711.0,3.0,Remember,Easy
2,State the laws or principles related to Biology - Ecology and derive the necessary expressions.,Science,Biology - Ecology,0.968,90.63,334.0,303.0,1.0,Remember,Easy
3,"Using appropriate mathematical reasoning, explain the concept of Calculus and solve a related example.",Maths,Calculus,0.726,76.34,840.0,641.0,3.0,Remember,Easy
4,Explain the major features of History and analyse its impact.,Social Science,History,0.646,79.94,1341.0,1072.0,2.0,Remember,Easy
5,Explain the working of Networks with a suitable algorithm.,Computer Science,Networks,,16.94,1000.0,169.0,15.0,Apply,Hard
6,Explain the concept of Macroeconomics with the help of a diagram.,Economics,Macroeconomics,0.503,49.74,1133.0,564.0,5.0,Analyze,Moderate
7,Differentiate between related concepts in Biology - Ecology with suitable examples.,Science,Biology - Ecology,0.474,46.56,2100.0,978.0,4.0,Understand,Moderate
8,Write a program to demonstrate Data Structures and explain the logic used.,Computer Science,Data Structures,0.702,75.01,754.0,566.0,2.0,Apply,Easy
9,Write a program to demonstrate Databases and explain the logic used.,Computer Science,Databases,0.82,67.19,1446.0,972.0,2.0,Remember,Easy
10,Solve the following problem step by step and justify each step clearly: Geometry.,Maths,Geometry,0.701,63.54,1610.0,1023.0,2.0,Understand,Easy
12,Explain the theme and literary devices used in the lesson related to Literature.,English,Literature,0.357,29.77,586.0,174.0,14.0,Analyze,Hard
13,Explain the concept of Microeconomics with the help of a diagram.,Economics,Microeconomics,0.246,26.96,530.0,143.0,9.0,Analyze,Hard
14,Design a simple application that implements Digital Logic.,Computer Science,Digital Logic,0.353,49.44,1290.0,638.0,7.0,Understand,Moderate
15,"Using appropriate mathematical reasoning, explain the concept of Number Systems and solve a related example.",Maths,Number Systems,0.635,68.92,158.0,109.0,2.0,Remember,Easy
16,Examine the causes and consequences associated with Civics.,Social Science,Civics,0.937,86.25,2394.0,2065.0,3.0,Remember,Easy
17,A student is required to apply the concept of Statistics. Formulate and solve a suitable problem.,Maths,Statistics,0.722,69.53,2452.0,1705.0,4.0,Remember,Easy
19,Identify and correct the errors related to Grammar in the given sentences.,English,Grammar,0.354,27.35,1617.0,442.0,16.0,Evaluate,Hard
20,Differentiate between key concepts in Databases with examples.,Computer Science,Databases,0.424,39.55,931.0,368.0,10.0,Understand,Moderate
22,Explain the working of Digital Logic with a suitable algorithm.,Computer Science,Digital Logic,0.069,22.83,1189.0,271.0,11.0,Evaluate,Hard
23,Differentiate between key concepts in Networks with examples.,Computer Science,Networks,0.867,74.86,739.0,553.0,2.0,Understand,Easy
24,Write a program to demonstrate Programming and explain the logic used.,Computer Science,Programming,0.615,65.53,1309.0,858.0,3.0,Apply,Easy
25,Discuss the causes and effects associated with Microeconomics.,Economics,Microeconomics,0.607,52.97,991.0,525.0,5.0,Understand,Moderate
27,A student is required to apply the concept of Coordinate Geometry. Formulate and solve a suitable problem.,Maths,Coordinate Geometry,0.51,48.96,763.0,374.0,5.0,Understand,Moderate
28,Differentiate between related economic concepts in Statistics.,Economics,Statistics,0.648,76.12,2306.0,1755.0,3.0,Remember,Easy
30,Discuss the significance of Political Science in the context of Indian society and economy.,Social Science,Political Science,0.783,77.79,1068.0,831.0,4.0,Remember,Easy
31,Examine the causes and consequences associated with Economics.,Social Science,Economics,0.287,26.27,1672.0,439.0,14.0,Apply,Hard
32,Solve the following problem step by step and justify each step clearly: Algebra.,Maths,Algebra,0.718,62.65,940.0,589.0,4.0,Apply,Easy
33,Write a short note on Political Science highlighting key points.,Social Science,Political Science,0.526,59.91,2452.0,1469.0,10.0,Apply,Moderate
34,A student is required to apply the concept of Number Systems. Formulate and solve a suitable problem.,Maths,Number Systems,0.367,31.98,1075.0,344.0,9.0,Analyze,Moderate
37,Explain the concept of Indian Economy with the help of a diagram.,Economics,Indian Economy,0.222,18.44,1336.0,,9.0,Analyze,Hard
39,Differentiate between related economic concepts in Indian Economy.,Economics,Indian Economy,0.747,84.51,1546.0,1306.0,3.0,Remember,Easy
41,Analyse the importance of Statistics in the Indian economy.,Economics,Statistics,0.366,30.34,1132.0,343.0,8.0,Apply,Hard
43,Discuss the causes and effects associated with Macroeconomics.,Economics,Macroeconomics,0.33,30.25,479.0,145.0,12.0,Analyze,Hard
44,State the laws or principles related to Physics - Optics and derive the necessary expressions.,Science,Physics - Optics,0.324,30.09,1256.0,378.0,,Evaluate,Hard
45,Differentiate between related concepts in Chemistry - Inorganic with suitable examples.,Science,Chemistry - Inorganic,0.967,92.93,409.0,380.0,1.0,Understand,Easy
46,Write a well-structured paragraph discussing Writing Skills with suitable examples.,English,Writing Skills,0.261,33.91,1343.0,455.0,14.0,Apply,Hard
47,Differentiate between key concepts in Data Structures with examples.,Computer Science,Data Structures,0.138,19.79,1676.0,332.0,11.0,Create,Hard
48,Analyse the importance of Microeconomics in the Indian economy.,Economics,Microeconomics,0.709,71.47,634.0,453.0,3.0,Understand,Easy
49,Write a short note on Civics highlighting key points.,Social Science,Civics,0.614,54.77,2332.0,,6.0,Apply,Moderate
50,Analyse the importance of Macroeconomics in the Indian economy.,Economics,Macroeconomics,0.55,56.82,1486.0,844.0,7.0,Apply,Moderate
52,Identify and correct the errors related to Reading Comprehension in the given sentences.,English,Reading Comprehension,0.623,,1013.0,667.0,3.0,Remember,Easy
57,Explain the concept of Biology - Ecology with the help of a neat diagram wherever necessary.,Science,Biology - Ecology,0.081,15.6,1367.0,213.0,14.0,Evaluate,Hard
58,Discuss the significance of Civics in the context of Indian society and economy.,Social Science,Civics,0.917,82.57,1023.0,845.0,3.0,Understand,Easy
59,Write a well-structured paragraph discussing Literature with suitable examples.,English,Literature,0.807,83.21,480.0,399.0,3.0,Remember,Easy
62,Discuss the significance of Economics in the context of Indian society and economy.,Social Science,Economics,0.706,83.49,1628.0,1359.0,2.0,Understand,Easy
64,A student is required to apply the concept of Algebra. Formulate and solve a suitable problem.,Maths,Algebra,0.21,15.56,1332.0,207.0,10.0,Apply,Hard
65,Describe the process involved in Chemistry - Inorganic and mention its practical applications in daily life.,Science,Chemistry - Inorganic,0.303,29.95,1663.0,498.0,10.0,Analyze,Hard
66,Prove the result related to Coordinate Geometry and verify it with a numerical example.,Maths,Coordinate Geometry,0.942,89.15,529.0,472.0,1.0,Apply,Easy
69,Describe the process involved in Biology - Genetics and mention its practical applications in daily life.,Science,Biology - Genetics,0.262,35.79,735.0,263.0,13.0,Evaluate,Hard
71,Explain the working of Data Structures with a suitable algorithm.,Computer Science,Data Structures,0.156,25.64,2227.0,571.0,15.0,Apply,Hard
75,Discuss the causes and effects associated with Statistics.,Economics,Statistics,0.255,51.4,1172.0,602.0,,Understand,Moderate
76,A student is required to apply the concept of Trigonometry. Formulate and solve a suitable problem.,Maths,Trigonometry,0.6,69.98,688.0,481.0,3.0,Understand,Easy
77,Explain the theme and literary devices used in the lesson related to Writing Skills.,English,Writing Skills,0.63,66.56,586.0,390.0,2.0,Remember,Easy
78,Explain the working of Databases with a suitable algorithm.,Computer Science,Databases,0.235,34.97,2274.0,795.0,18.0,Apply,Hard
79,Explain the concept of Chemistry - Inorganic with the help of a neat diagram wherever necessary.,Science,Chemistry - Inorganic,0.748,79.59,616.0,490.0,2.0,Remember,Easy
80,Read the following passage carefully and answer the questions based on Writing Skills.,English,Writing Skills,0.758,74.92,1047.0,784.0,3.0,Remember,Easy
81,Discuss the significance of History in the context of Indian society and economy.,Social Science,History,0.324,42.27,843.0,356.0,20.0,Apply,Hard
82,Explain the major features of Civics and analyse its impact.,Social Science,Civics,0.612,62.38,797.0,,3.0,Remember,Easy
83,Explain the major features of Geography and analyse its impact.,Social Science,Geography,0.753,80.25,355.0,285.0,2.0,Remember,Easy
84,Design a simple application that implements Data Structures.,Computer Science,Data Structures,0.633,68.06,1975.0,1344.0,3.0,Apply,Easy
85,Read the following passage carefully and answer the questions based on Literature.,English,Literature,0.753,80.86,789.0,638.0,3.0,Apply,Easy
87,Examine the causes and consequences associated with History.,Social Science,History,0.161,20.54,1666.0,342.0,16.0,Analyze,Hard
89,State the laws or principles related to Chemistry - Organic and derive the necessary expressions.,Science,Chemistry - Organic,0.836,78.17,252.0,197.0,2.0,Understand,Easy
92,Design a simple application that implements Databases.,Computer Science,Databases,,,1978.0,1549.0,4.0,Apply,Easy
94,Design a simple application that implements Networks.,Computer Science,Networks,0.47,39.23,1807.0,709.0,6.0,Apply,Moderate
97,Explain the major features of Political Science and analyse its impact.,Social Science,Political Science,,79.96,51.0,41.0,2.0,Understand,Easy
98,Differentiate between related economic concepts in Microeconomics.,Economics,Microeconomics,0.705,72.25,2230.0,1611.0,3.0,Remember,Easy
100,"Using appropriate mathematical reasoning, explain the concept of Geometry and solve a related example.",Maths,Geometry,0.638,71.85,1820.0,1308.0,2.0,Understand,Easy
103,Explain the concept of Statistics with the help of a diagram.,Economics,Statistics,0.867,81.21,589.0,478.0,2.0,Understand,Easy
105,Examine the causes and consequences associated with Geography.,Social Science,Geography,0.72,71.82,1641.0,1178.0,3.0,Apply,Easy
106,Write a program to demonstrate Networks and explain the logic used.,Computer Science,Networks,0.913,83.61,717.0,599.0,3.0,Apply,Easy
107,Read the following passage carefully and answer the questions based on Reading Comprehension.,English,Reading Comprehension,0.513,44.33,1701.0,754.0,8.0,Analyze,Moderate
108,Write a well-structured paragraph discussing Reading Comprehension with suitable examples.,English,Reading Comprehension,0.674,73.9,126.0,93.0,3.0,Analyze,Moderate
114,Explain the concept of Physics - Optics with the help of a neat diagram wherever necessary.,Science,Physics - Optics,0.751,64.29,1419.0,912.0,3.0,Understand,Easy
115,Differentiate between related concepts in Physics - Optics with suitable examples.,Science,Physics - Optics,0.516,64.38,2447.0,1575.0,7.0,Apply,Moderate
119,Prove the result related to Statistics and verify it with a numerical example.,Maths,Statistics,0.05,11.88,2326.0,276.0,16.0,Create,Hard
125,Identify and correct the errors related to Writing Skills in the given sentences.,English,Writing Skills,0.816,75.84,2107.0,1598.0,3.0,Remember,Easy
128,Differentiate between related concepts in Physics - Mechanics with suitable examples.,Science,Physics - Mechanics,0.612,77.74,1900.0,1477.0,2.0,Remember,Easy
134,Explain the concept of General Science with the help of a neat diagram wherever necessary.,Science,General Science,0.557,40.02,900.0,360.0,6.0,Apply,Moderate
136,Describe the process involved in Physics - Optics and mention its practical applications in daily life.,Science,Physics - Optics,0.811,76.23,852.0,649.0,4.0,Understand,Easy
137,Discuss the significance of Geography in the context of Indian society and economy.,Social Science,Geography,,73.76,481.0,355.0,2.0,Remember,Easy
139,"Using appropriate mathematical reasoning, explain the concept of Algebra and solve a related example.",Maths,Algebra,0.991,74.49,2258.0,1682.0,3.0,Remember,Easy
146,Explain the working of Programming with a suitable algorithm.,Computer Science,Programming,0.761,87.28,1235.0,1078.0,3.0,Understand,Easy
147,Explain the theme and literary devices used in the lesson related to Grammar.,English,Grammar,,72.79,335.0,244.0,2.0,Remember,Easy
150,Prove the result related to Algebra and verify it with a numerical example.,Maths,Algebra,0.682,,722.0,549.0,3.0,Remember,Easy
154,State the laws or principles related to General Science and derive the necessary expressions.,Science,General Science,0.642,64.71,809.0,523.0,2.0,Remember,Easy
159,Differentiate between key concepts in Programming with examples.,Computer Science,Programming,0.38,41.88,1554.0,651.0,6.0,Apply,Moderate
162,Analyse the importance of Indian Economy in the Indian economy.,Economics,Indian Economy,0.607,64.01,658.0,,1.0,Understand,Moderate
163,Explain the theme and literary devices used in the lesson related to Reading Comprehension.,English,Reading Comprehension,0.27,41.92,2039.0,855.0,5.0,Understand,Moderate
166,Examine the causes and consequences associated with Political Science.,Social Science,Political Science,0.363,30.12,907.0,273.0,8.0,Evaluate,Hard
168,Differentiate between key concepts in Digital Logic with examples.,Computer Science,Digital Logic,0.705,52.33,1116.0,584.0,7.0,Understand,Moderate
173,Read the following passage carefully and answer the questions based on Grammar.,English,Grammar,0.767,84.06,,184.0,2.0,Understand,Easy
174,Solve the following problem step by step and justify each step clearly: Coordinate Geometry.,Maths,Coordinate Geometry,0.862,82.85,983.0,814.0,4.0,Remember,Easy
176,Describe the process involved in Chemistry - Organic and mention its practical applications in daily life.,Science,Chemistry - Organic,0.467,41.46,1377.0,571.0,15.0,Analyze,Hard
177,Prove the result related to Number Systems and verify it with a numerical example.,Maths,Number Systems,0.482,47.29,1856.0,878.0,9.0,Understand,Moderate
179,Differentiate between related concepts in General Science with suitable examples.,Science,General Science,0.718,56.71,,258.0,7.0,Apply,Moderate
184,Identify and correct the errors related to Literature in the given sentences.,English,Literature,0.608,60.23,66.0,40.0,2.0,Apply,Moderate
187,Prove the result related to Trigonometry and verify it with a numerical example.,Maths,Trigonometry,0.757,70.15,406.0,285.0,4.0,Understand,Easy
200,Describe the process involved in Physics - Mechanics and mention its practical applications in daily life.,Science,Physics - Mechanics,0.844,,1950.0,1465.0,2.0,Remember,Easy
216,Discuss the causes and effects associated with Indian Economy.,Economics,Indian Economy,0.671,71.96,1854.0,1334.0,2.0,Remember,Easy
217,Explain the major features of Economics and analyse its impact.,Social Science,Economics,0.598,70.61,1293.0,913.0,2.0,Remember,Easy
218,Write a short note on History highlighting key points.,Social Science,History,0.788,86.43,738.0,638.0,4.0,Understand,Easy
222,Prove the result related to Geometry and verify it with a numerical example.,Maths,Geometry,0.815,66.98,670.0,449.0,2.0,Remember,Easy
223,Explain the concept of Chemistry - Organic with the help of a neat diagram wherever necessary.,Science,Chemistry - Organic,0.786,73.5,1412.0,1038.0,4.0,Understand,Easy
225,"Using appropriate mathematical reasoning, explain the concept of Statistics and solve a related example.",Maths,Statistics,0.814,76.88,439.0,338.0,3.0,Understand,Easy
233,Differentiate between related economic concepts in Macroeconomics.,Economics,Macroeconomics,0.337,23.69,1305.0,309.0,11.0,Apply,Hard
236,Explain the concept of Physics - Mechanics with the help of a neat diagram wherever necessary.,Science,Physics - Mechanics,0.873,80.14,190.0,152.0,2.0,Remember,Easy
240,Write a well-structured paragraph discussing Grammar with suitable examples.,English,Grammar,0.796,77.72,1132.0,880.0,3.0,Remember,Easy
252,Describe the process involved in Biology - Ecology and mention its practical applications in daily life.,Science,Biology - Ecology,0.493,44.62,1748.0,780.0,11.0,Create,Hard
253,Design a simple application that implements Programming.,Computer Science,Programming,0.846,76.06,316.0,240.0,3.0,Understand,Easy
271,Differentiate between related concepts in Biology - Genetics with suitable examples.,Science,Biology - Genetics,0.535,,952.0,491.0,6.0,Analyze,Moderate
280,A student is required to apply the concept of Geometry. Formulate and solve a suitable problem.,Maths,Geometry,0.677,75.4,2480.0,1870.0,2.0,Remember,Easy
303,"Using appropriate mathematical reasoning, explain the concept of Coordinate Geometry and solve a related example.",Maths,Coordinate Geometry,,18.66,1151.0,215.0,3.0,Apply,Hard
307,Differentiate between related concepts in Chemistry - Organic with suitable examples.,Science,Chemistry - Organic,0.824,81.82,694.0,568.0,1.0,Understand,Easy
313,Explain the concept of Biology - Genetics with the help of a neat diagram wherever necessary.,Science,Biology - Genetics,0.78,,1723.0,1333.0,2.0,Remember,Easy
320,A student is required to apply the concept of Calculus. Formulate and solve a suitable problem.,Maths,Calculus,0.432,43.63,1518.0,662.0,13.0,Analyze,Hard
322,Write a short note on Geography highlighting key points.,Social Science,Geography,0.801,77.49,2496.0,1934.0,3.0,Understand,Easy
339,Prove the result related to Calculus and verify it with a numerical example.,Maths,Calculus,0.668,79.35,1186.0,941.0,3.0,Understand,Easy
346,Write a short note on Economics highlighting key points.,Social Science,Economics,0.578,57.43,117.0,67.0,,Apply,Moderate
396,"Using appropriate mathematical reasoning, explain the concept of Trigonometry and solve a related example.",Maths,Trigonometry,0.204,20.57,1683.0,346.0,12.0,Evaluate,Hard
428,Write a program to demonstrate Digital Logic and explain the logic used.,Computer Science,Digital Logic,0.343,37.54,1740.0,653.0,14.0,Evaluate,Hard
437,State the laws or principles related to Physics - Mechanics and derive the necessary expressions.,Science,Physics - Mechanics,0.322,41.3,1505.0,622.0,14.0,Apply,Hard
458,Solve the following problem step by step and justify each step clearly: Calculus.,Maths,Calculus,0.81,75.43,1838.0,1386.0,3.0,Remember,Easy
462,Describe the process involved in General Science and mention its practical applications in daily life.,Science,General Science,0.707,72.18,783.0,565.0,3.0,Understand,Easy
508,State the laws or principles related to Biology - Genetics and derive the necessary expressions.,Science,Biology - Genetics,,25.79,1790.0,462.0,19.0,Evaluate,Hard
617,Solve the following problem step by step and justify each step clearly: Trigonometry.,Maths,Trigonometry,0.371,36.95,2253.0,833.0,16.0,Analyze,Hard
916,State the laws or principles related to Chemistry - Inorganic and derive the necessary expressions.,Science,Chemistry - Inorganic,0.818,73.99,652.0,482.0,2.0,Understand,Easy
1730,Solve the following problem related to Trigonometry. Show all steps clearly and justify your reasoning.,Maths,Trigonometry,0.511,44.14,356.0,157.0,4.0,Apply,Moderate
1731,Write a well-structured essay discussing Writing Skills with suitable arguments.,English,Writing Skills,0.217,32.26,1581.0,510.0,10.0,Analyze,Hard
1732,Design an algorithm demonstrating Databases and analyse its efficiency.,Computer Science,Databases,0.875,75.95,1746.0,1326.0,1.0,Understand,Easy
1733,Prove the theorem related to Algebra and verify it with a suitable numerical example.,Maths,Algebra,0.277,30.73,579.0,178.0,4.0,Understand,Moderate
1735,Differentiate between core concepts in Networks with examples.,Computer Science,Networks,0.475,48.21,,774.0,6.0,Understand,Moderate
1736,Design an algorithm demonstrating Networks and analyse its efficiency.,Computer Science,Networks,0.375,41.93,1831.0,768.0,8.0,Evaluate,Hard
1737,"Discuss the causes, effects and remedies associated with Statistics.",Economics,Statistics,0.475,50.56,2289.0,1157.0,6.0,Apply,Moderate
1738,Formulate and solve a real-life application based question using the concept of Calculus.,Maths,Calculus,0.924,77.06,1272.0,980.0,7.0,Understand,Moderate
1739,State the laws related to Chemistry - Organic and derive the required expression step by step.,Science,Chemistry - Organic,0.677,65.04,1787.0,1162.0,7.0,Understand,Moderate
1740,Write a program to implement Databases and explain the logic used.,Computer Science,Databases,0.956,85.16,252.0,215.0,3.0,Remember,Easy
1741,Write a detailed note on Geography highlighting key developments.,Social Science,Geography,0.539,45.64,1378.0,629.0,4.0,Analyze,Moderate
1742,Identify and correct grammatical errors related to Grammar in the given sentences.,English,Grammar,0.155,19.97,1750.0,349.0,15.0,Analyze,Hard
1743,Read the passage carefully and answer the questions that follow based on Reading Comprehension.,English,Reading Comprehension,0.763,86.35,1250.0,1079.0,1.0,Remember,Easy
1744,Write a detailed note on Political Science highlighting key developments.,Social Science,Political Science,0.476,53.6,456.0,244.0,4.0,Understand,Moderate
1746,Write a program to implement Networks and explain the logic used.,Computer Science,Networks,0.109,15.83,335.0,53.0,15.0,Evaluate,Hard
1747,Explain the working of Databases with a suitable real-world application.,Computer Science,Databases,0.853,86.49,463.0,400.0,4.0,Remember,Easy
1748,Differentiate between related economic concepts under Macroeconomics.,Economics,Macroeconomics,0.598,55.03,434.0,239.0,4.0,Analyze,Moderate
1750,State the laws related to Biology - Genetics and derive the required expression step by step.,Science,Biology - Genetics,0.349,46.95,1782.0,837.0,5.0,Analyze,Moderate
1751,"Explain the theme, characters and message related to Reading Comprehension.",English,Reading Comprehension,0.551,51.09,2042.0,1043.0,6.0,Understand,Moderate
1752,Differentiate between related economic concepts under Statistics.,Economics,Statistics,0.823,82.37,2336.0,1924.0,2.0,Remember,Easy
1755,Discuss the significance of Economics in the Indian context with relevant examples.,Social Science,Economics,0.124,19.65,2269.0,446.0,11.0,Apply,Hard
1756,Explain the concept of General Science with a neat labelled diagram wherever necessary and mention its applications.,Science,General Science,0.866,92.21,1498.0,1381.0,1.0,Remember,Easy
1757,Formulate and solve a real-life application based question using the concept of Trigonometry.,Maths,Trigonometry,0.377,30.24,2216.0,670.0,15.0,Analyze,Hard
1758,Explain the concept of Statistics with the help of a diagram and relevant examples.,Economics,Statistics,0.985,86.23,1821.0,,3.0,Understand,Easy
