age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
48,blue-collar,married,secondary,no,227,yes,no,unknown,8,may,275,3,0,0,unknown,no
60,technician,divorced,secondary,no,1909,no,yes,unknown,19,may,472,3,-1,0,unknown,no
65,retired,married,primary,no,3244,no,no,telephone,13,oct,152,1,-1,0,unknown,no
26,services,single,secondary,no,1807,yes,no,cellular,21,apr,758,2,347,2,failure,yes
44,blue-collar,married,primary,no,39,yes,no,telephone,13,may,860,4,-1,0,unknown,no
72,retired,married,secondary,no,13401,yes,no,cellular,14,oct,328,1,-1,0,unknown,no
64,technician,married,secondary,no,6450,yes,no,cellular,8,sep,521,1,100,3,failure,yes
28,technician,single,secondary,no,465,no,no,cellular,25,aug,108,2,-1,0,unknown,no
49,self-employed,single,unknown,no,275,no,no,cellular,17,aug,225,1,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,885,yes,no,cellular,5,may,902,2,114,0,unknown,no
42,blue-collar,divorced,secondary,no,-235,yes,yes,cellular,5,feb,349,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,176,yes,no,unknown,8,may,199,2,-1,0,unknown,no
32,technician,married,tertiary,no,302,yes,no,cellular,20,nov,491,1,96,1,other,no
20,technician,single,secondary,no,213,no,no,unknown,20,may,373,1,-1,0,unknown,no
30,technician,single,tertiary,no,248,no,no,cellular,7,oct,721,1,0,0,unknown,yes
39,student,single,secondary,no,1089,no,no,cellular,28,aug,251,2,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,561,yes,no,cellular,4,may,268,1,371,3,failure,yes
29,student,single,tertiary,no,389,no,no,cellular,16,feb,753,1,343,1,unknown,yes
44,blue-collar,married,secondary,yes,-1471,yes,no,unknown,20,may,80,1,-1,0,unknown,no
32,self-employed,married,tertiary,no,1962,no,no,unknown,21,jun,626,1,-1,0,unknown,no
51,blue-collar,married,unknown,no,34,yes,no,cellular,8,jul,387,2,-1,0,unknown,no
28,technician,single,tertiary,no,513,yes,no,cellular,20,nov,249,1,112,1,failure,no
37,technician,single,tertiary,no,449,yes,no,unknown,2,jun,245,2,-1,0,unknown,no
51,management,single,tertiary,no,1373,no,no,telephone,29,feb,79,3,-1,0,unknown,no
37,services,married,secondary,yes,-90,yes,no,unknown,5,may,291,2,-1,0,unknown,no
34,services,married,secondary,no,485,no,yes,unknown,26,jan,376,2,-1,0,unknown,no
43,management,single,tertiary,no,8117,yes,no,cellular,21,apr,313,1,-1,0,unknown,yes
46,technician,divorced,secondary,no,92,no,no,cellular,26,aug,109,4,-1,0,unknown,no
50,entrepreneur,single,secondary,yes,-131,yes,no,cellular,21,may,67,2,-1,0,unknown,no
53,retired,married,primary,no,2037,yes,no,telephone,6,feb,210,3,182,2,failure,yes
28,student,single,secondary,no,5466,no,no,unknown,7,jun,452,5,-1,0,unknown,no
47,blue-collar,married,secondary,no,1064,no,no,telephone,12,may,101,4,-1,0,unknown,no
33,technician,single,secondary,no,892,no,no,cellular,16,may,415,25,-1,0,unknown,no
43,blue-collar,married,secondary,no,533,yes,no,cellular,12,may,272,3,-1,0,unknown,no
49,housemaid,married,tertiary,no,-87,no,yes,telephone,22,jul,88,4,-1,0,unknown,no
32,management,single,tertiary,no,3328,yes,no,cellular,12,may,347,2,354,3,other,no
29,unemployed,single,primary,no,328,yes,no,cellular,27,jul,27,3,-1,0,unknown,no
43,technician,single,secondary,yes,-63,yes,yes,unknown,6,may,355,6,-1,0,unknown,no
33,technician,single,secondary,no,881,no,yes,cellular,27,jan,105,3,-1,0,unknown,no
34,housemaid,single,secondary,no,61,no,no,unknown,19,jun,202,1,-1,0,unknown,no
41,technician,divorced,secondary,no,-34,yes,no,cellular,4,feb,658,2,-1,0,unknown,yes
27,student,single,secondary,no,572,no,no,cellular,9,mar,410,1,191,0,failure,yes
56,management,married,secondary,no,2207,yes,no,unknown,2,jun,206,3,-1,0,unknown,no
47,technician,divorced,tertiary,no,805,yes,no,cellular,13,sep,188,2,174,2,success,no
44,blue-collar,single,primary,no,102,yes,no,unknown,12,may,265,3,-1,0,unknown,no
54,management,divorced,tertiary,no,22722,yes,no,cellular,8,jan,266,2,252,1,failure,no
60,blue-collar,divorced,secondary,no,1116,yes,no,cellular,16,apr,158,1,-1,0,unknown,no
25,technician,single,secondary,no,567,yes,no,cellular,9,may,246,1,279,2,other,no
48,technician,married,primary,no,3030,yes,no,cellular,9,jul,183,4,342,7,failure,no
42,housemaid,married,primary,no,3105,no,no,unknown,9,may,209,1,0,0,unknown,no
43,management,single,tertiary,no,1016,no,no,cellular,27,dec,215,2,0,0,unknown,no
39,services,married,primary,yes,-171,no,no,unknown,10,jun,286,1,-1,0,unknown,no
62,entrepreneur,divorced,tertiary,no,749,no,no,unknown,4,jun,289,3,-1,0,unknown,no
59,blue-collar,divorced,primary,no,-144,yes,no,unknown,13,may,280,6,-1,0,unknown,no
31,self-employed,single,tertiary,no,7174,yes,no,cellular,30,jan,430,2,-1,0,unknown,no
60,technician,divorced,secondary,no,753,yes,no,cellular,8,jan,561,1,268,1,failure,no
59,retired,married,secondary,no,719,yes,no,unknown,9,may,114,2,-1,0,unknown,no
32,services,divorced,secondary,no,26,yes,yes,cellular,15,jul,322,4,-1,0,unknown,no
27,blue-collar,single,secondary,no,3830,yes,no,cellular,20,oct,544,1,-1,0,success,no
48,self-employed,married,primary,no,381,yes,no,cellular,2,feb,626,1,248,7,success,no
34,management,married,tertiary,no,6410,yes,no,cellular,17,nov,253,2,123,3,failure,no
56,services,married,primary,no,130,no,no,unknown,21,may,316,4,-1,0,unknown,no
62,self-employed,married,tertiary,no,655,no,no,unknown,14,jun,317,2,-1,0,unknown,yes
34,management,married,tertiary,no,563,no,no,cellular,28,aug,455,5,-1,0,unknown,no
25,technician,single,secondary,no,739,yes,no,cellular,28,jul,239,2,-1,0,unknown,no
39,entrepreneur,single,secondary,no,1570,no,no,cellular,4,oct,301,1,0,0,unknown,yes
55,services,married,primary,no,1676,no,no,telephone,14,jul,68,1,0,0,unknown,no
77,retired,married,primary,no,3581,no,no,cellular,4,aug,284,1,-1,0,unknown,yes
57,blue-collar,divorced,unknown,yes,234,no,no,cellular,26,aug,343,2,-1,0,unknown,no
56,technician,divorced,secondary,no,818,no,no,cellular,9,aug,292,1,-1,0,unknown,yes
53,management,divorced,tertiary,no,2251,no,no,cellular,20,aug,668,2,-1,1,unknown,yes
36,blue-collar,married,primary,no,426,yes,no,unknown,19,jun,71,7,-1,0,unknown,no
50,unemployed,divorced,tertiary,no,681,yes,yes,cellular,2,feb,335,2,246,1,failure,no
43,blue-collar,married,secondary,yes,-404,yes,yes,cellular,14,jul,143,3,-1,0,unknown,no
53,management,divorced,unknown,no,-49,yes,no,unknown,12,may,121,5,-1,0,unknown,no
53,technician,married,tertiary,yes,-600,yes,no,cellular,18,jul,117,27,-1,0,unknown,no
31,technician,single,tertiary,no,798,no,no,cellular,27,oct,372,1,86,2,success,yes
37,services,married,secondary,no,74,yes,no,cellular,6,feb,71,4,267,6,other,yes
52,blue-collar,married,primary,no,215,no,no,telephone,19,jul,324,2,-1,0,unknown,no
41,management,single,tertiary,no,576,yes,no,cellular,3,feb,597,2,264,7,other,yes
32,unemployed,divorced,tertiary,no,739,no,no,unknown,20,jun,771,5,-1,0,unknown,no
56,entrepreneur,married,tertiary,no,1960,no,no,unknown,16,jun,328,3,-1,0,unknown,yes
28,blue-collar,single,secondary,yes,-166,yes,no,cellular,7,feb,294,2,-1,0,unknown,no
34,management,single,tertiary,no,4820,no,no,cellular,16,jun,846,2,179,10,other,yes
33,entrepreneur,married,tertiary,no,62,no,no,cellular,29,oct,275,7,-1,0,unknown,no
42,admin.,married,secondary,no,103,yes,no,unknown,13,may,271,1,-1,0,unknown,no
31,management,single,secondary,no,-688,no,no,cellular,7,feb,121,1,-1,0,unknown,no
36,blue-collar,married,primary,no,279,yes,no,unknown,12,may,195,4,-1,0,unknown,no
34,admin.,single,tertiary,no,2476,yes,no,cellular,19,feb,244,6,-1,0,unknown,no
74,retired,married,primary,no,51,no,no,cellular,14,oct,564,5,194,3,other,yes
24,self-employed,single,tertiary,no,-24,yes,no,cellular,30,jul,399,2,-1,0,unknown,no
38,technician,married,secondary,no,2201,yes,no,telephone,14,aug,280,2,-1,0,unknown,no
27,technician,single,secondary,no,600,yes,no,cellular,29,may,92,4,-1,0,unknown,no
34,technician,divorced,tertiary,no,178,no,no,unknown,29,may,279,3,-1,0,unknown,no
46,blue-collar,married,primary,no,-86,yes,no,unknown,6,jun,287,1,-1,0,unknown,no
46,technician,married,unknown,no,1008,yes,no,cellular,11,jul,119,4,-1,0,unknown,no
30,services,single,secondary,no,870,no,no,cellular,19,jul,182,1,-1,0,unknown,no
34,services,single,unknown,no,178,yes,no,cellular,22,apr,208,1,-1,0,unknown,no
31,student,single,secondary,no,1442,yes,no,telephone,11,sep,389,1,98,2,success,yes
61,unknown,married,unknown,no,2412,no,no,cellular,16,jul,85,3,-1,0,unknown,yes
43,technician,single,secondary,no,31,no,no,cellular,27,aug,42,11,-1,0,unknown,no
30,blue-collar,married,primary,no,38,yes,no,unknown,5,may,87,1,-1,0,unknown,no
46,services,divorced,secondary,no,1681,yes,yes,cellular,17,jul,843,6,-1,0,unknown,yes
36,technician,single,secondary,no,7034,yes,no,cellular,19,sep,289,2,112,1,success,yes
45,blue-collar,married,unknown,no,372,yes,no,cellular,16,apr,230,3,-1,0,unknown,no
29,technician,single,secondary,no,-22,yes,no,unknown,13,may,204,2,-1,0,unknown,no
32,management,divorced,tertiary,no,-158,no,no,unknown,25,feb,346,1,-1,0,unknown,no
34,services,single,secondary,no,1996,yes,no,cellular,18,apr,554,1,-1,0,unknown,no
45,management,single,tertiary,no,193,no,no,cellular,18,aug,305,6,93,12,success,no
39,management,married,tertiary,no,749,yes,no,cellular,19,apr,405,1,-1,0,unknown,no
31,technician,single,tertiary,no,809,yes,no,cellular,8,feb,365,5,351,1,other,no
34,technician,single,secondary,no,46,no,no,cellular,27,jul,313,4,-1,0,unknown,yes
44,technician,married,primary,no,2254,yes,no,cellular,14,aug,78,5,-1,0,unknown,no
56,services,married,primary,no,31,no,no,telephone,13,aug,24,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,413,yes,no,cellular,8,may,113,2,353,3,failure,no
58,retired,divorced,secondary,no,2922,yes,no,unknown,11,jun,311,3,-1,0,unknown,no
34,admin.,married,secondary,no,495,yes,no,cellular,22,jul,141,3,-1,0,unknown,no
35,admin.,single,secondary,no,-246,yes,no,unknown,23,may,150,18,-1,0,unknown,no
28,blue-collar,married,secondary,no,344,yes,no,unknown,11,may,164,2,-1,0,unknown,no
44,admin.,single,secondary,no,80,yes,no,cellular,19,may,208,1,343,2,failure,no
50,technician,married,secondary,no,542,yes,no,unknown,9,may,410,2,-1,0,unknown,no
57,technician,single,secondary,no,648,yes,no,unknown,6,may,63,4,-1,0,unknown,no
52,blue-collar,single,secondary,no,55,yes,no,cellular,16,jul,172,1,-1,0,unknown,no
43,entrepreneur,married,tertiary,no,952,yes,yes,cellular,27,aug,187,1,-1,0,unknown,no
31,management,married,tertiary,no,917,yes,no,cellular,11,jul,277,3,-1,0,unknown,no
31,unemployed,divorced,secondary,no,528,yes,no,unknown,23,jun,185,2,-1,0,unknown,no
37,technician,single,tertiary,no,100,yes,no,cellular,2,apr,322,4,-1,0,unknown,no
31,unemployed,single,secondary,no,-385,yes,no,unknown,30,may,160,3,-1,0,unknown,no
38,technician,divorced,secondary,no,-103,yes,yes,cellular,17,jul,75,6,259,1,failure,no
56,technician,married,secondary,yes,-81,no,no,cellular,29,aug,293,4,-1,0,unknown,no
42,services,divorced,secondary,no,442,no,no,cellular,10,oct,402,1,144,3,other,yes
34,technician,married,secondary,no,-84,yes,no,cellular,7,may,893,3,-1,0,unknown,yes
29,student,single,secondary,no,359,yes,no,cellular,17,may,418,3,-1,0,unknown,yes
42,admin.,married,secondary,no,-171,yes,no,unknown,20,may,198,10,-1,0,unknown,no
42,technician,single,tertiary,no,2174,no,no,cellular,13,aug,270,15,-1,0,unknown,no
30,blue-collar,single,secondary,no,3022,yes,no,cellular,1,feb,507,1,255,1,unknown,no
32,technician,single,tertiary,yes,-159,no,no,cellular,28,jul,281,28,-1,0,unknown,no
33,entrepreneur,divorced,secondary,no,2757,no,no,cellular,7,dec,285,1,377,2,failure,yes
25,technician,divorced,secondary,no,402,yes,yes,cellular,20,jul,207,2,-1,0,unknown,no
36,management,divorced,tertiary,yes,-146,yes,yes,cellular,20,jul,134,26,-1,0,unknown,no
45,admin.,married,secondary,no,94,yes,no,cellular,4,feb,342,2,122,3,failure,no
45,blue-collar,married,secondary,no,2686,yes,no,cellular,13,may,207,6,339,2,other,no
34,management,single,tertiary,no,28040,yes,no,cellular,5,oct,706,2,-1,1,unknown,yes
56,self-employed,single,tertiary,no,39,no,no,cellular,29,mar,200,1,-1,0,unknown,no
28,services,single,unknown,no,101,yes,no,unknown,30,may,537,2,-1,0,unknown,no
38,blue-collar,married,primary,no,722,no,no,unknown,13,aug,112,1,-1,0,unknown,no
29,blue-collar,single,unknown,no,1770,yes,no,cellular,29,may,242,2,-1,0,unknown,yes
29,technician,single,tertiary,no,9,yes,no,cellular,21,nov,438,1,-1,0,unknown,no
49,services,married,secondary,no,837,yes,no,cellular,21,jul,68,1,-1,0,unknown,no
34,technician,single,unknown,no,501,no,no,cellular,26,oct,249,2,108,1,success,no
40,services,married,secondary,no,-718,yes,no,unknown,9,may,449,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,581,yes,no,cellular,19,may,107,4,-1,0,unknown,no
56,housemaid,married,primary,no,554,no,yes,cellular,19,aug,302,4,-1,0,unknown,no
30,housemaid,single,secondary,no,2068,yes,no,unknown,17,jun,100,4,-1,0,unknown,no
56,blue-collar,married,primary,no,670,no,yes,telephone,2,feb,290,3,-1,0,unknown,no
43,self-employed,married,secondary,no,-848,yes,no,unknown,5,may,256,2,-1,0,unknown,no
22,services,single,secondary,no,183,yes,no,cellular,14,may,378,1,348,5,other,yes
43,self-employed,married,primary,no,10337,no,no,cellular,9,may,139,3,-1,0,success,no
80,retired,divorced,tertiary,no,2686,no,no,cellular,17,sep,571,4,184,1,success,yes
45,blue-collar,married,secondary,no,124,yes,no,cellular,19,feb,683,2,-1,0,unknown,no
57,admin.,married,secondary,no,328,yes,no,unknown,8,may,135,2,-1,0,unknown,no
25,entrepreneur,divorced,secondary,yes,136,yes,no,unknown,28,may,194,1,-1,0,unknown,no
53,technician,married,tertiary,no,4787,yes,no,telephone,18,nov,332,1,53,0,unknown,no
43,admin.,married,secondary,no,27,yes,yes,cellular,17,jun,106,4,-1,0,unknown,no
33,management,single,tertiary,no,240,no,no,unknown,27,jun,514,3,-1,0,unknown,no
27,management,single,secondary,no,991,yes,yes,cellular,26,feb,182,1,-1,0,unknown,no
35,management,single,tertiary,no,1119,yes,no,cellular,5,may,167,2,-1,0,unknown,no
60,services,married,secondary,no,2005,yes,no,unknown,27,may,158,3,-1,0,unknown,no
30,student,single,tertiary,no,13756,no,no,cellular,3,feb,252,1,-1,0,unknown,yes
50,blue-collar,married,unknown,no,1464,no,no,unknown,5,jun,495,1,-1,0,unknown,no
55,self-employed,divorced,tertiary,no,2502,no,yes,cellular,8,aug,276,5,-1,0,unknown,no
31,technician,married,secondary,no,315,yes,no,cellular,28,feb,199,3,-1,0,unknown,no
34,technician,married,unknown,no,147,yes,no,cellular,16,feb,314,3,-1,0,unknown,no
31,technician,single,secondary,no,-189,no,yes,cellular,5,may,241,3,-1,0,unknown,no
58,technician,divorced,secondary,no,222,yes,no,cellular,29,may,95,3,360,1,failure,no
57,retired,married,secondary,no,2144,no,no,cellular,15,jan,260,1,-1,0,unknown,no
42,technician,married,secondary,no,68,yes,no,cellular,25,may,1288,2,-1,0,unknown,yes
30,blue-collar,single,secondary,no,2061,yes,no,telephone,27,jul,650,8,-1,0,unknown,no
27,services,married,unknown,no,1592,yes,no,telephone,11,apr,580,1,116,0,unknown,no
43,admin.,divorced,secondary,no,560,yes,no,cellular,8,may,127,3,367,1,failure,no
18,student,single,unknown,no,1047,no,no,cellular,29,oct,196,1,-1,0,unknown,yes
54,retired,married,primary,no,2058,no,no,cellular,29,oct,55,1,-1,0,unknown,no
30,technician,single,tertiary,no,138,yes,no,cellular,30,jan,54,1,247,1,failure,no
47,services,divorced,secondary,no,278,yes,no,unknown,12,may,195,3,-1,0,unknown,no
34,entrepreneur,married,primary,yes,82,no,yes,cellular,15,feb,555,1,126,2,failure,yes
64,management,married,tertiary,no,3587,yes,no,cellular,12,sep,524,2,192,1,success,yes
39,self-employed,married,tertiary,yes,161,yes,yes,cellular,7,jul,192,1,284,1,unknown,no
27,technician,single,secondary,no,-42,yes,no,cellular,19,apr,78,7,-1,0,unknown,no
29,blue-collar,single,unknown,no,20,yes,no,cellular,25,may,91,3,-1,0,unknown,no
48,self-employed,single,tertiary,no,484,no,no,cellular,7,mar,574,2,-1,0,unknown,yes
47,blue-collar,married,primary,no,7970,no,no,unknown,15,jun,919,1,-1,0,unknown,no
41,technician,married,secondary,no,468,no,no,cellular,20,feb,276,2,-1,0,unknown,no
52,technician,single,secondary,yes,17,no,yes,cellular,4,feb,372,1,-1,0,unknown,no
35,technician,single,tertiary,no,651,no,no,cellular,27,aug,82,7,-1,0,unknown,no
33,management,married,tertiary,no,902,no,no,cellular,8,apr,74,3,-1,0,unknown,no
30,technician,single,unknown,no,-16,no,no,cellular,14,aug,833,3,-1,0,unknown,no
22,student,single,secondary,no,527,no,no,telephone,22,oct,524,4,-1,0,unknown,no
44,unemployed,married,secondary,no,8717,yes,no,cellular,31,jan,65,1,188,7,failure,no
26,technician,single,secondary,no,271,no,no,cellular,1,jun,409,1,-1,0,unknown,yes
32,unknown,married,unknown,no,173,no,no,unknown,20,jun,185,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,-99,yes,no,unknown,23,may,246,2,-1,0,unknown,no
38,technician,married,secondary,yes,60,yes,no,cellular,8,may,47,1,254,1,failure,no
29,technician,single,tertiary,no,211,yes,no,cellular,4,may,424,2,334,1,other,yes
26,services,single,secondary,yes,-91,yes,no,unknown,17,may,280,23,-1,0,unknown,no
35,blue-collar,married,primary,no,4973,yes,no,telephone,19,jul,262,2,-1,0,unknown,no
34,technician,divorced,tertiary,no,532,yes,no,cellular,7,feb,610,2,-1,0,unknown,no
29,technician,single,tertiary,no,343,no,no,unknown,1,may,1558,1,-1,0,unknown,yes
28,services,single,tertiary,no,1063,yes,no,unknown,6,may,158,1,-1,0,unknown,no
50,services,married,unknown,no,7953,yes,no,telephone,16,jul,67,3,157,10,other,no
35,blue-collar,married,secondary,no,196,yes,no,unknown,10,may,421,3,-1,0,unknown,no
50,self-employed,single,primary,no,675,no,no,unknown,7,jun,190,3,-1,0,unknown,no
43,housemaid,divorced,secondary,no,956,no,no,telephone,17,aug,72,4,-1,0,unknown,no
58,self-employed,divorced,tertiary,no,8685,yes,no,cellular,22,aug,315,5,-1,0,unknown,no
35,management,married,primary,no,1031,yes,no,unknown,8,may,128,8,-1,0,unknown,no
32,services,divorced,unknown,no,89,yes,no,cellular,28,apr,411,1,-1,0,unknown,no
58,admin.,divorced,secondary,no,421,no,no,cellular,13,jul,124,1,-1,0,unknown,no
49,entrepreneur,divorced,secondary,yes,537,yes,no,unknown,27,may,266,3,-1,0,unknown,no
35,self-employed,single,tertiary,no,258,yes,no,unknown,9,may,244,3,-1,0,unknown,no
48,management,married,tertiary,no,116,yes,no,cellular,15,jul,1578,6,-1,0,unknown,yes
27,admin.,single,secondary,no,252,no,no,cellular,27,jan,221,1,-1,0,unknown,no
23,admin.,single,secondary,no,-264,yes,no,cellular,11,jul,155,3,-1,1,success,no
43,blue-collar,divorced,primary,no,1843,yes,no,telephone,13,may,585,4,336,1,failure,no
44,unknown,single,unknown,no,1788,yes,no,unknown,9,may,72,1,-1,0,unknown,no
31,technician,single,tertiary,no,74,yes,no,cellular,23,nov,53,1,174,2,other,no
27,services,single,tertiary,no,1450,yes,no,cellular,26,jul,612,2,-1,0,unknown,no
32,technician,single,secondary,no,109,yes,no,cellular,17,nov,156,1,176,11,other,no
44,blue-collar,single,unknown,no,-391,yes,no,telephone,26,may,292,4,0,0,unknown,no
30,technician,single,tertiary,no,-49,no,yes,cellular,27,aug,178,3,-1,0,unknown,no
57,retired,married,unknown,no,2914,yes,no,unknown,7,jun,176,1,-1,0,unknown,no
52,technician,married,secondary,no,275,no,no,cellular,12,aug,229,4,-1,0,unknown,no
28,technician,married,secondary,no,769,yes,no,cellular,20,nov,214,1,121,4,failure,no
44,technician,married,tertiary,no,-117,yes,no,cellular,13,apr,427,1,-1,0,unknown,yes
25,technician,single,tertiary,no,2152,no,no,cellular,18,nov,232,3,180,2,failure,no
25,student,single,tertiary,no,1669,no,no,cellular,7,mar,480,2,180,1,success,yes
81,services,married,primary,no,1141,no,no,cellular,20,jun,1115,1,-1,0,unknown,yes
38,management,single,tertiary,no,120,no,no,unknown,27,jun,55,3,-1,0,unknown,no
54,entrepreneur,single,tertiary,no,2741,no,no,cellular,28,oct,117,1,-1,0,unknown,no
26,technician,married,secondary,no,-37,yes,no,cellular,18,may,364,3,-1,0,unknown,no
31,technician,married,tertiary,no,852,yes,no,cellular,9,aug,39,2,91,3,success,no
42,blue-collar,divorced,secondary,no,833,yes,no,unknown,7,may,121,2,-1,0,unknown,no
34,self-employed,single,tertiary,no,160,yes,yes,unknown,3,jun,466,1,-1,0,unknown,no
35,technician,single,secondary,no,-9,yes,no,unknown,6,may,1532,3,-1,0,unknown,no
39,admin.,married,secondary,no,180,yes,no,cellular,9,may,408,3,-1,0,unknown,no
34,management,divorced,tertiary,no,1721,no,no,cellular,9,apr,415,1,126,2,success,yes
37,self-employed,single,secondary,no,-155,no,no,cellular,26,oct,970,3,-1,0,unknown,yes
54,retired,married,secondary,no,1823,yes,no,cellular,8,jul,472,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,10722,yes,no,cellular,27,jul,183,1,-1,0,unknown,no
52,admin.,divorced,secondary,no,8,no,no,cellular,16,aug,291,3,-1,0,unknown,no
33,technician,divorced,secondary,no,1869,yes,no,cellular,19,aug,578,3,331,1,success,no
36,technician,single,secondary,no,250,yes,no,cellular,4,may,268,3,-1,0,unknown,no
37,services,married,secondary,no,567,yes,no,telephone,17,nov,33,8,-1,0,unknown,yes
48,housemaid,married,primary,no,354,no,no,unknown,11,aug,455,2,-1,0,unknown,no
38,housemaid,married,primary,no,6713,no,no,unknown,3,jun,391,4,-1,0,unknown,yes
56,blue-collar,married,primary,no,3021,no,no,unknown,27,may,509,2,-1,0,unknown,no
29,unemployed,single,secondary,no,1299,no,no,unknown,5,jun,1250,3,-1,0,unknown,yes
52,technician,single,secondary,no,372,yes,no,cellular,13,may,302,1,341,1,failure,no
30,retired,single,tertiary,no,6736,no,no,cellular,11,may,504,2,346,3,success,yes
76,entrepreneur,married,primary,no,3438,no,no,telephone,21,jul,1363,3,-1,0,unknown,yes
46,technician,single,secondary,yes,-1572,yes,no,unknown,18,apr,491,1,-1,0,unknown,no
41,admin.,divorced,tertiary,no,2046,yes,no,cellular,13,apr,552,2,359,2,other,no
30,management,single,tertiary,no,881,yes,no,cellular,8,jul,354,3,-1,0,unknown,no
30,management,married,tertiary,no,1385,yes,no,cellular,6,feb,332,2,-1,0,unknown,no
31,technician,married,tertiary,no,1660,yes,no,cellular,27,feb,361,2,-1,0,unknown,no
36,student,single,tertiary,no,-726,yes,no,cellular,5,feb,588,3,-1,0,unknown,yes
46,self-employed,single,tertiary,no,1852,no,no,cellular,23,jul,83,15,-1,0,unknown,no
36,management,single,secondary,no,903,yes,no,cellular,8,may,279,2,354,3,other,no
57,retired,married,primary,no,5129,no,no,cellular,27,sep,251,6,90,3,success,yes
33,admin.,single,secondary,no,-51,yes,no,cellular,26,may,342,2,-1,0,unknown,no
25,student,single,secondary,no,4715,no,no,cellular,2,mar,529,1,-1,0,unknown,yes
26,management,single,tertiary,no,663,no,no,cellular,10,dec,349,2,-1,0,unknown,no
54,blue-collar,married,primary,no,119,no,no,telephone,18,aug,80,4,-1,0,unknown,no
28,unemployed,single,tertiary,no,25,yes,no,unknown,5,may,176,3,-1,0,unknown,no
41,services,single,secondary,no,869,yes,no,cellular,26,may,75,1,349,1,other,no
37,admin.,divorced,secondary,yes,-533,yes,yes,cellular,19,apr,36,1,163,2,failure,no
55,retired,married,primary,no,623,yes,no,unknown,12,may,399,4,-1,0,unknown,no
50,housemaid,married,primary,no,49,no,no,cellular,14,jul,476,1,-1,0,unknown,no
48,self-employed,divorced,tertiary,no,68,yes,no,cellular,6,aug,508,7,342,1,failure,no
37,management,single,tertiary,no,617,no,no,unknown,5,jun,37,1,-1,0,unknown,no
35,management,divorced,tertiary,no,225,yes,no,cellular,27,jul,115,2,-1,0,unknown,no
39,blue-collar,married,primary,no,2174,yes,no,unknown,3,jun,319,2,-1,0,unknown,no
25,student,single,secondary,no,1407,no,no,cellular,27,jan,518,1,97,1,other,yes
49,management,married,tertiary,no,9514,no,no,cellular,29,dec,279,2,191,3,success,no
35,self-employed,single,tertiary,no,6619,no,no,cellular,18,aug,253,11,-1,0,unknown,no
44,blue-collar,married,primary,no,545,yes,no,cellular,5,apr,491,3,-1,2,failure,yes
39,services,married,secondary,no,158,yes,no,cellular,7,jul,194,3,-1,0,unknown,no
53,technician,divorced,secondary,no,6689,yes,no,cellular,15,nov,438,1,186,1,failure,no
40,management,married,secondary,no,340,no,no,cellular,26,feb,126,4,-1,0,unknown,no
29,student,single,tertiary,no,192,no,no,cellular,10,sep,630,1,201,1,success,no
46,blue-collar,divorced,secondary,no,1099,yes,yes,unknown,11,may,72,4,-1,0,unknown,no
32,technician,married,unknown,no,520,yes,no,cellular,6,jan,74,3,248,2,failure,no
35,entrepreneur,single,secondary,yes,-705,yes,no,unknown,15,may,146,2,-1,0,unknown,no
35,management,married,tertiary,no,589,yes,no,cellular,17,aug,103,2,-1,0,unknown,no
43,services,married,primary,no,1899,no,no,cellular,7,jul,258,3,114,7,success,no
38,services,married,secondary,no,2725,no,no,telephone,28,jul,94,3,-1,0,unknown,no
25,blue-collar,single,secondary,no,2999,yes,no,unknown,29,may,219,1,-1,0,unknown,no
58,housemaid,married,tertiary,no,481,no,no,cellular,14,aug,125,4,-1,0,unknown,no
32,services,single,secondary,no,-62,yes,no,cellular,16,may,131,1,-1,0,unknown,no
42,services,married,secondary,no,4,yes,no,telephone,25,aug,97,4,-1,0,unknown,no
58,retired,married,primary,no,3007,no,no,telephone,7,apr,568,2,354,3,failure,yes
32,technician,married,secondary,no,1284,yes,no,cellular,14,jan,246,1,-1,0,unknown,yes
42,management,single,tertiary,no,750,yes,yes,cellular,28,jun,105,1,-1,0,unknown,no
38,technician,single,secondary,no,1160,no,no,cellular,30,jan,545,1,259,0,unknown,no
39,technician,single,tertiary,no,2360,no,no,cellular,18,aug,260,12,0,0,unknown,yes
44,technician,married,secondary,no,-168,yes,no,unknown,4,jun,171,1,0,0,unknown,no
48,housemaid,divorced,primary,no,2538,no,no,telephone,19,jun,257,2,-1,0,unknown,no
43,blue-collar,married,unknown,no,823,no,no,unknown,15,jun,321,3,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,13731,yes,yes,cellular,26,aug,164,7,-1,0,unknown,no
56,technician,married,tertiary,no,825,no,no,cellular,11,aug,107,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,56,yes,no,cellular,15,nov,158,2,117,1,failure,no
36,blue-collar,married,secondary,no,297,no,no,unknown,8,may,330,4,-1,0,unknown,no
59,technician,divorced,tertiary,no,852,no,no,telephone,24,aug,83,5,117,3,other,no
